property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,price,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,shapoorji pallonji joyville gurugram,sector 102,6555.0,2,2,2,14.0,New Property,1.99,1145.0,0,0,0,0,0,0,152,"28.4750° N, 76.9715° E",28.475,76.9715
house,smart world orchard,sector 61,13001.0,3,3,3,4.0,New Property,2.01,1549.0,0,0,0,0,0,0,145,"28.4050° N, 77.0963° E",28.405,77.0963
flat,vatika gurgaon,sector 83,12444.0,3,3,2,4.0,Relatively New,1.12,1200.0,1,1,1,1,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,uphar lakshya homes,sector 105,3665.0,3,2,1,1.0,Relatively New,0.42,1111.0,0,0,0,0,0,0,7,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,dlf the ultima,sector 81,8889.0,3,4,3+,17.0,Relatively New,2.2,1900.0,0,1,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,shri banke bihari society,sector 56,12397.0,3,3,3,5.0,Old Property,1.35,1800.0,0,0,0,0,1,1,82,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,emaar gurgaon greens,sector 102,8766.0,3,3,3,10.0,Relatively New,1.4,1300.0,0,1,0,0,0,0,46,"28.4750° N, 76.9715° E",28.475,76.9715
flat,corona optus,sector 37c,4717.0,3,3,3,2.0,Relatively New,1.25,1563.0,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,antriksh heights,sector 84,4476.0,3,2,3+,10.0,New Property,0.94,1222.0,1,0,0,0,0,1,89,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,smart world orchard,sector 61,10198.0,2,2,2,3.0,New Property,1.85,1389.0,0,0,0,0,0,0,44,"28.4050° N, 77.0963° E",28.405,77.0963
flat,satya element one,sector 49,2485.0,1,1,1,2.0,Relatively New,0.87,500.0,0,0,0,0,0,0,22,"28.4121° N, 77.0480° E",28.4121,77.048
flat,microtek greenburg,sector 86,8590.0,3,2,3,8.0,Relatively New,1.45,1480.0,0,0,0,0,0,2,72,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sare homes,sector 92,8143.0,3,3,2,1.0,Relatively New,0.5,1068.0,0,0,0,0,0,0,26,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej oasis,sector 88a,13479.0,3,3,3+,10.0,New Property,2.65,1966.0,0,0,0,0,0,0,110,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,bestech park view residency,sector 2,5892.0,3,3,3+,6.0,Old Property,1.4,1611.0,0,0,0,0,0,2,107,"28.5095° N, 77.0320° E",28.5095,77.032
flat,m3m merlin,sector 67,10334.0,3,4,3+,16.0,Relatively New,3.4,2134.0,0,1,0,0,0,1,158,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,dlf the ultima,sector 81,11503.0,3,3,3+,14.0,Relatively New,2.35,1550.0,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,rof ananda,sector 95,9246.0,2,2,2,5.0,Relatively New,0.38,716.0,1,0,0,0,0,0,83,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sobha city,sector 108,13254.0,3,3,3,12.0,Relatively New,3.25,2452.0,0,0,0,0,0,0,99,"28.5134° N, 76.9830° E",28.5134,76.983
flat,dlf royalton tower,sector 43,11574.0,4,4,3+,9.0,Moderately Old,6.5,2712.0,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
house,international city by sobha phase 2,sector 109,25000.0,7,5,3+,4.0,Relatively New,11.25,4500.0,1,1,0,1,0,0,42,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ats tourmaline,sector 109,5776.0,3,4,3+,10.0,New Property,2.3,2339.0,0,1,0,0,1,0,74,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,dlf the primus,sector 82a,10811.0,3,3,3+,10.0,Relatively New,1.8,1545.0,0,1,0,0,0,2,174,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,ss the leaf,sector 85,10853.0,4,5,3+,4.0,Relatively New,2.2,2545.0,0,0,0,0,0,0,106,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,paras dews,sector 106,9006.0,4,3,3,19.0,Old Property,1.35,1678.0,0,1,0,0,0,0,112,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,pioneer park,sector 61,14094.0,3,3,3,24.0,Moderately Old,2.0,1538.0,0,0,0,0,0,1,75,"28.4050° N, 77.0963° E",28.405,77.0963
flat,global hill view,sector 11,5669.0,2,2,0,15.0,Relatively New,0.36,699.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,satya element one,sector 49,7380.0,1,1,1,0.0,Moderately Old,0.8,720.0,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
house,sushant lok 1 builder floors,sector 43,48148.0,3,3,3+,4.0,New Property,13.0,2700.0,0,0,0,1,0,1,7,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,smart world orchard,sector 61,6052.0,3,3,2,1.0,New Property,2.2,1778.0,0,0,0,0,0,0,49,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ireo the corridors,sector 67a,5517.0,2,2,2,10.0,Relatively New,1.5,1500.0,0,0,1,0,0,1,38,"28.3960° N, 77.0372° E",28.396,77.0372
flat,suncity heights,sector 54,9452.0,3,3,3+,8.0,Old Property,3.85,2119.0,0,1,0,0,0,0,67,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,smart world gems,sector 89,5516.0,2,3,2,4.0,New Property,0.86,1226.0,1,1,0,1,0,1,72,"28.4253° N, 76.9439° E",28.4253,76.9439
house,project housing board colony,sector 28,17695.0,4,2,2,2.0,Moderately Old,2.58,1458.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,m3m golfestate,sector 65,13580.0,3,4,3,3.0,Relatively New,5.5,2803.0,0,1,0,0,0,0,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,uphaar residency 2,sector 105,7763.0,3,2,1,0.0,Moderately Old,0.42,833.0,0,0,0,0,1,0,7,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,spaze privy,sector 72,5982.0,4,5,3+,8.0,Moderately Old,3.1,3374.0,1,1,1,1,0,0,136,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,ireo the grand arch,sector 58,11561.0,2,2,1,5.0,Relatively New,2.2,1432.0,1,0,0,0,0,1,94,"28.4200° N, 77.1105° E",28.42,77.1105
flat,ss the leaf,sector 85,8446.0,2,2,3,10.0,Relatively New,1.25,1730.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,antriksh heights,sector 84,4837.0,2,2,2,16.0,Relatively New,0.49,1018.0,0,0,0,0,0,0,66,"28.3979° N, 76.9736° E",28.3979,76.9736
house,vipul world,sector 48,5583.0,6,5,3+,3.0,Moderately Old,3.35,6000.0,0,0,0,0,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,experion the heartsong,sector 108,8012.0,3,4,3+,3.0,Relatively New,1.6,1500.29,0,1,0,0,0,1,60,"28.5134° N, 76.9830° E",28.5134,76.983
flat,vatika gurgaon,sector 83,7606.0,3,3,2,3.0,Relatively New,1.15,1350.0,1,1,1,1,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,unitech uniworld gardens,sector 47,19884.0,3,4,3+,10.0,Moderately Old,2.4,1916.0,0,1,0,0,0,0,103,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,supertech hues,sector 68,8999.0,2,2,3+,14.0,New Property,0.8,1180.0,0,0,0,0,0,1,26,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,bestech park view city,sector 49,4687.0,3,4,3+,6.0,Moderately Old,2.7,5761.0,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,dlf new town heights,sector 90,7151.0,3,3,3+,5.0,Relatively New,1.25,1929.0,0,1,0,1,0,0,127,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ambience creacions,sector 22,8434.0,3,3,3,13.0,New Property,2.79,3308.0,0,0,0,0,0,2,158,"28.5072° N, 77.0640° E",28.5072,77.064
flat,dlf the crest,sector 54,10935.0,4,5,3+,7.0,Relatively New,11.0,3444.0,1,1,0,1,0,0,49,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,m3m soulitude,sector 89,12788.0,2,2,2,2.0,New Property,1.0,1226.0,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
house,greenopolis,sector 89,5397.0,2,2,2,14.0,New Property,0.7,1297.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,ss hibiscus,sector 50,20940.0,5,7,3+,1.0,Relatively New,12.25,5850.0,1,1,0,1,1,1,160,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,experion windchants,sector 112,4923.0,2,2,3,9.0,Relatively New,3.1,6297.0,1,1,1,0,0,1,80,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,emaar mgf emerald estate,sector 65,7632.0,3,3,3,10.0,Relatively New,1.75,1081.0,0,1,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
flat,signature global orchard avenue,sector 93,6719.0,2,2,0,10.0,Relatively New,0.85,597.0,0,0,0,0,0,0,0,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,the close north,sector 50,7717.0,3,3,3+,3.0,Moderately Old,2.65,2491.0,0,1,0,0,0,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,signature andour heights,sector 71,7984.0,2,2,1,6.0,Moderately Old,0.59,639.0,0,0,0,0,0,0,67,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,laxmi pareena,sector 99a,9740.0,2,1,0,12.0,Relatively New,0.3,500.0,0,0,0,0,0,0,0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,apna enclave,sector 3,4886.0,2,2,2,2.0,Old Property,0.58,900.0,0,0,0,0,0,0,66,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,m3m heights,sector 65,7120.0,2,2,3,8.0,New Property,2.01,1482.0,1,0,0,0,0,0,44,"28.4030° N, 77.0690° E",28.403,77.069
house,sare crescent parc royal greens phase 1,sector 92,4877.0,4,4,3,4.0,Relatively New,0.85,1743.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,greenopolis,sector 89,14739.0,2,2,2,15.0,New Property,0.65,1390.0,0,0,0,0,0,0,37,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,indiabulls centrum park,sector 103,7040.0,3,3,3+,6.0,Relatively New,1.32,1300.0,1,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ireo the corridors,sector 67a,7878.0,2,2,2,8.0,Relatively New,1.4,1149.0,1,0,0,0,1,0,90,"28.3960° N, 77.0372° E",28.396,77.0372
flat,paras dews,sector 106,7581.0,2,2,2,5.0,New Property,1.05,1539.0,0,0,0,0,0,0,97,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,godrej oasis,sector 88a,7178.0,3,3,3+,4.0,Relatively New,1.3,1990.0,0,0,0,0,0,0,79,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,huda housing board society,sector 52,2666.0,1,1,0,0.0,Moderately Old,0.45,513.0,0,0,0,1,0,1,43,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,vatika gurgaon,sector 83,11908.0,2,2,2,3.0,Relatively New,0.78,850.0,1,0,0,1,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,conscient heritage max,sector 102,10074.0,3,4,3+,5.0,Moderately Old,1.78,1855.0,0,1,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
flat,rof ananda,sector 95,8935.0,1,1,1,8.0,New Property,0.26,422.0,0,0,0,0,0,0,49,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,awho shanti vihar,sector 95,4327.0,2,2,3+,13.0,New Property,0.82,1095.0,1,0,0,0,0,0,114,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,bestech park view residency,sector 2,7511.0,3,3,3+,6.0,Old Property,1.4,1611.0,0,0,0,0,0,2,107,"28.5095° N, 77.0320° E",28.5095,77.032
house,dlf city plots,sector 26,29880.0,5,5,2,2.0,Moderately Old,13.5,4518.0,1,1,0,0,1,1,104,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,godrej habitat,sector 3,12784.0,2,2,0,4.0,Old Property,1.35,1056.0,0,0,0,0,0,0,60,"28.4909° N, 77.0176° E",28.4909,77.0176
house,eldeco mansionz,sector 48,20299.0,7,7,3,2.0,Moderately Old,4.75,2340.0,1,0,0,0,0,1,33,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,whiteland the aspen,sector 76,10210.0,3,4,3+,5.0,New Property,3.35,2111.0,0,1,0,0,0,2,151,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,godrej summit,sector 104,10062.0,3,3,3,12.0,Relatively New,0.98,1490.0,0,0,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,adani m2k oyster grande,sector 102,7781.0,3,4,3,21.0,Relatively New,1.9,1605.0,0,1,0,0,0,0,60,"28.4750° N, 76.9715° E",28.475,76.9715
house,sector 57 huda,sector 57,26063.0,8,8,3+,4.0,Relatively New,3.8,1458.0,0,0,1,1,0,1,94,"28.4232° N, 77.0752° E",28.4232,77.0752
house,ansal api esencia,sector 67,24170.0,4,5,3+,2.0,Relatively New,5.46,2259.0,1,0,1,1,0,1,103,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,zara aavaas,sector 104,3976.0,2,2,1,4.0,Relatively New,0.4,514.0,0,0,0,0,0,0,52,"28.4788° N, 76.9960° E",28.4788,76.996
flat,paras dews,sector 106,6768.0,3,4,3,14.0,Relatively New,1.25,1305.0,1,1,0,0,0,0,167,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,m3m skycity,sector 65,6818.0,3,3,0,14.0,Relatively New,2.8,4107.0,0,0,0,0,0,0,39,"28.4030° N, 77.0690° E",28.403,77.069
flat,smriti apartment,sector 56,5237.0,1,1,1,1.0,Old Property,0.52,475.0,0,0,0,0,0,0,34,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,m3m sierra 68,sector 68,6524.0,2,2,3,9.0,Relatively New,1.13,1130.0,0,0,0,0,0,1,149,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,shree vardhman victoria,sector 70,6859.0,3,5,3,9.0,Relatively New,1.62,1527.0,0,1,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf the ultima,sector 81,5386.0,4,4,3+,11.0,Moderately Old,3.25,2491.0,0,1,0,0,0,0,28,"28.3867° N, 76.9485° E",28.3867,76.9485
house,international city by sobha phase 2,sector 109,25514.0,5,5,2,2.0,Relatively New,6.2,2430.0,0,1,0,0,0,0,135,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,jmd gardens,sector 33,13748.0,4,4,3+,17.0,Old Property,3.25,4809.0,0,1,0,0,0,1,130,"28.4420° N, 77.0207° E",28.442,77.0207
flat,godrej summit,sector 104,3142.0,4,5,3+,1.0,New Property,1.75,2582.0,0,1,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
flat,apex our homes,sector 37c,8352.0,2,2,1,9.0,Relatively New,0.38,925.0,0,0,0,0,0,0,65,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,dlf regal gardens,sector 90,11692.0,3,3,2,19.0,Relatively New,1.23,1578.0,0,0,0,0,1,0,6,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,tulip violet,sector 69,6177.0,4,5,3+,14.0,Relatively New,3.05,2856.0,0,1,0,0,1,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m heights,sector 65,12179.0,2,2,2,26.0,Relatively New,1.99,1140.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
flat,umang winter hills,sector 77,17606.0,2,2,2,3.0,New Property,1.0,1489.0,0,0,0,0,0,0,74,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,shree vardhman flora,sector 90,13961.0,3,4,3,0.0,Relatively New,0.86,1525.0,0,1,0,0,0,1,84,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sbtl caladium,sector 109,8333.0,3,2,3,8.0,Relatively New,1.26,1701.0,0,0,0,0,0,0,103,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,smart world orchard,sector 61,14786.0,3,3,3,3.0,New Property,2.45,1223.0,1,1,0,0,0,0,119,"28.4050° N, 77.0963° E",28.405,77.0963
flat,shapoorji pallonji joyville gurugram,sector 102,6509.0,3,3,3,9.0,Relatively New,2.12,1852.0,0,0,0,0,0,0,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ramprastha the edge towers,sector 37d,6222.0,3,3,3+,5.0,Relatively New,0.98,1675.0,0,0,0,1,0,0,174,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ats tourmaline,sector 109,9567.0,3,4,3+,11.0,Relatively New,2.1,2100.0,0,1,0,0,0,1,165,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sare crescent parc,sector 92,15296.0,3,2,2,3.0,Relatively New,0.8,1473.0,0,0,0,0,0,0,15,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,m3m skycity,sector 65,7769.0,2,2,3,13.0,New Property,1.8,1456.0,0,0,0,0,0,0,73,"28.4030° N, 77.0690° E",28.403,77.069
flat,emaar mgf emerald floors premier,sector 65,10902.0,3,3,3,3.0,Relatively New,2.55,2339.0,1,1,0,0,0,0,21,"28.4030° N, 77.0690° E",28.403,77.069
flat,smart world orchard,sector 61,5620.0,3,3,2,2.0,New Property,2.6,4626.0,0,0,0,0,0,0,47,"28.4050° N, 77.0963° E",28.405,77.0963
flat,la vida by tata housing,sector 113,10729.0,3,4,3+,5.0,Relatively New,2.4,1940.0,0,1,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,pareena mi casa,sector 68,12586.0,2,2,3,13.0,New Property,1.1,1244.0,0,0,0,0,0,0,106,"28.3853° N, 77.0484° E",28.3853,77.0484
house,ardee city,sector 52,16071.0,3,3,3,4.0,New Property,2.25,1800.0,0,1,0,0,0,1,22,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,signature global synera,sector 81,13378.0,2,2,1,12.0,Relatively New,0.4,586.0,0,0,0,0,0,0,23,"28.3867° N, 76.9485° E",28.3867,76.9485
house,u block dlf phase 3 road no 21,sector 24,3292.0,7,5,3+,4.0,Old Property,1.6,540.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,pioneer araya,sector 62,13709.0,4,6,3,16.0,Relatively New,9.14,3932.0,1,1,1,0,0,1,146,"28.4139° N, 77.0886° E",28.4139,77.0886
house,international city by sobha phase 1,sector 109,20000.0,5,6,3,2.0,Relatively New,12.0,7000.0,1,1,0,0,0,1,154,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,adarsh nagar,sector 12,6646.0,3,3,1,1.0,New Property,0.65,1167.0,0,0,0,0,0,1,42,"28.4723° N, 77.0320° E",28.4723,77.032
flat,m3m heights,sector 65,18492.0,2,2,3,35.0,Under Construction,2.33,1141.0,0,0,0,0,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,m3m skywalk,sector 74,15570.0,3,3,3,12.0,New Property,2.2,1826.0,1,0,0,0,0,1,15,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,signature the serenas,sector 110,7895.0,2,2,1,10.0,New Property,0.45,590.0,0,0,0,0,0,0,23,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,tulip violet,sector 69,6352.0,3,3,1,12.0,Relatively New,1.29,1419.0,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,chintels paradiso,sector 109,8867.0,3,3,2,0.0,Moderately Old,1.8,1910.0,0,1,0,0,0,0,83,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,dlf the ultima,sector 81,2775.0,3,4,3+,15.0,Relatively New,2.29,1900.0,0,1,0,0,0,2,103,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,today callidora,sector 73,7909.0,3,3,3,3.0,Under Construction,0.9,1622.0,0,1,0,0,0,0,63,"28.4072° N, 77.0118° E",28.4072,77.0118
flat,ats tourmaline,sector 109,6260.0,3,3,3+,7.0,Relatively New,1.5,1466.0,0,0,0,0,0,0,165,"28.5073° N, 77.0089° E",28.5073,77.0089
house,nitin vihar,sector 33,9444.0,3,2,0,1.0,Relatively New,0.85,900.0,0,0,0,0,0,0,15,"28.4420° N, 77.0207° E",28.442,77.0207
flat,rof ananda,sector 95,6526.0,3,2,1,6.0,Relatively New,0.37,716.0,0,0,0,1,0,1,72,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,smart world gems,sector 89,8296.0,3,1,0,0.0,New Property,1.1,1103.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,orris aster court premier,sector 85,8633.0,3,4,2,6.0,Relatively New,1.2,1650.0,0,1,0,0,0,0,28,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,piedmont taksila heights,sector 37c,4339.0,3,3,3,7.0,Relatively New,1.05,1738.0,0,0,0,0,0,1,81,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,sare homes,sector 92,8709.0,4,4,2,12.0,Relatively New,1.12,2322.0,0,1,0,0,0,0,85,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,m3m skywalk,sector 74,6953.0,2,2,2,26.0,Relatively New,1.6,1508.0,0,0,0,0,0,1,158,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,sukhshanti apartment,sector 56,7867.0,3,3,3,4.0,Moderately Old,1.7,2200.0,1,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,tashee capital gateway,sector 111,8443.0,2,2,1,4.0,Relatively New,0.96,1338.0,1,0,0,0,0,0,53,"28.5238° N, 77.0320° E",28.5238,77.032
flat,pareena coban residences,sector 99a,8598.0,3,3,0,16.0,Relatively New,1.3,1997.0,0,0,0,0,0,0,0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,suncity platinum towers,sector 28,7645.0,3,4,3+,21.0,Relatively New,6.2,2000.0,0,1,0,0,0,1,160,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,ss the leaf,sector 85,6309.0,4,6,3,10.0,Relatively New,2.2,3920.0,0,1,0,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,gls avenue 51,sector 92,4011.0,2,2,1,10.0,New Property,0.45,646.0,1,0,0,0,0,1,20,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ss the leaf,sector 85,7115.0,2,2,3,8.0,Relatively New,1.11,1630.0,0,0,1,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
house,eldeco mansionz,sector 48,22222.0,4,4,3+,2.0,Moderately Old,6.0,2700.0,0,1,0,0,0,1,69,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ambience creacions,sector 22,6424.0,2,2,2,8.0,Relatively New,2.4,1200.0,0,0,0,0,1,2,112,"28.5072° N, 77.0640° E",28.5072,77.064
flat,signature global city 81,sector 81,7758.0,2,2,3,2.0,Relatively New,0.82,955.0,0,0,0,0,0,0,53,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bptp terra,sector 37d,3121.0,3,3,3+,12.0,New Property,1.98,1983.0,1,0,0,0,0,1,49,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,birla navya,sector 63a,8784.0,3,3,3+,1.0,Under Construction,3.7,2667.0,0,0,0,0,0,0,72,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,central park flower valley aqua front towers,sector 33,5952.0,4,4,3,1.0,New Property,2.96,2371.0,0,1,0,0,0,1,24,"28.4420° N, 77.0207° E",28.442,77.0207
flat,mapsko mount ville,sector 79,6082.0,3,3,3,2.0,New Property,1.4,1656.0,0,0,0,0,0,1,112,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ild grand,sector 37c,12488.0,3,3,0,1.0,New Property,1.35,1820.0,0,0,0,0,0,0,60,"28.4515° N, 76.9882° E",28.4515,76.9882
house,huda,sector 38,24005.0,3,2,3,2.0,Moderately Old,3.5,1458.0,0,0,1,0,0,1,85,"28.4347° N, 77.0430° E",28.4347,77.043
house,international city by sobha phase 2,sector 109,11240.0,5,5,3+,2.0,Relatively New,7.0,6228.0,0,1,0,0,0,1,129,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,signature global the millennia,sector 37d,5069.0,2,2,3,3.0,New Property,0.55,543.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ats tourmaline,sector 109,10995.0,4,5,3+,10.0,Relatively New,2.95,2851.0,0,1,0,0,0,0,101,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sukhshanti apartment,sector 56,7036.0,3,3,3+,5.0,Moderately Old,1.65,2131.0,1,0,0,0,0,1,134,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,shree vardhman victoria,sector 70,6819.0,3,5,3,3.0,Relatively New,1.64,1527.0,0,1,0,0,0,0,51,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,tulip violet,sector 69,7010.0,4,4,1,12.0,Relatively New,2.0,2186.0,0,0,0,0,0,0,79,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ramprasta awho,sector 95,4976.0,3,3,3+,13.0,Relatively New,0.92,1750.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,ansal housing highland park,sector 103,13116.0,3,3,3+,2.0,New Property,1.25,1464.0,0,0,0,1,0,0,105,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ireo victory valley,sector 67,14078.0,4,4,3+,0.0,Relatively New,4.75,3200.0,1,1,1,1,0,1,165,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,antriksh heights,sector 84,10379.0,2,2,3,10.0,New Property,0.85,1222.0,1,0,0,0,1,0,24,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,pyramid urban homes 2,sector 86,11038.0,2,2,1,2.0,Relatively New,0.5,668.0,0,0,0,0,0,0,35,"28.3986° N, 76.9384° E",28.3986,76.9384
house,dlf city plots,sector 26,38580.0,4,5,2,2.0,Moderately Old,12.5,3240.0,1,1,0,0,0,1,121,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ireo the corridors,sector 67a,5734.0,3,3,2,3.0,New Property,1.8,1551.0,1,0,1,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
flat,tulip violet,sector 69,19005.0,4,4,2,1.0,Relatively New,1.68,1819.0,0,0,0,1,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf regency park,sector 28,13975.0,2,2,2,14.0,Old Property,1.35,1120.0,0,0,1,0,0,0,66,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,tulip monsella,sector 53,5564.0,3,3,3,29.0,Relatively New,6.02,2892.0,0,0,0,0,0,0,68,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,hcbs sports ville,sector 2,3696.0,2,2,2,8.0,Relatively New,0.35,800.0,0,0,0,0,0,0,37,"28.5095° N, 77.0320° E",28.5095,77.032
flat,m3m woodshire,sector 107,10081.0,3,4,3+,5.0,Relatively New,1.49,2137.0,0,1,1,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf the ultima,sector 81,4106.0,3,3,3+,14.0,Relatively New,2.28,1750.0,0,1,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
